Datetime_utc_end	WD_BJE	WS_BJE	RH_BJE	P_BJE	PREC_BJE	T_BJE
01/08/2022 00:00:00	102	2.7	68	944.1	0	15.1
01/08/2022 01:00:00	111	3.3	70	944.2	0	14.4
01/08/2022 02:00:00	112	2.5	72	944.2	0	13.6
01/08/2022 03:00:00	111	2.2	76	943.9	0	12.7
01/08/2022 04:00:00	107	2.4	77	944.1	0	12.2
01/08/2022 05:00:00	111	1.8	79	944.2	0	11.8
01/08/2022 06:00:00	117	2.9	77	944.4	0	12.5
01/08/2022 07:00:00	120	1.5	69	944.4	0	14.7
01/08/2022 08:00:00	156	0.9	55	944.1	0	19
01/08/2022 09:00:00	288	1.3	49	943.9	0	21.3
01/08/2022 10:00:00	307	1.5	46	943.7	0	22.9
01/08/2022 11:00:00	221	1.5	40	943.3	0	26.4
01/08/2022 12:00:00	268	1.7	32	942.8	0	27.6
01/08/2022 13:00:00	312	2.2	29	942.2	0	28.3
01/08/2022 14:00:00	322	3	29	942.1	0	28.1
01/08/2022 15:00:00	1	2.8	30	942.1	0	28.2
01/08/2022 16:00:00	343	2.7	32	942.3	0	27.6
01/08/2022 17:00:00	6	2.1	32	942.3	0	27.7
01/08/2022 18:00:00	343	2.2	33	942.1	0	27.5
01/08/2022 19:00:00	15	1.2	39	942.5	0	25.3
01/08/2022 20:00:00	60	1.4	50	943.2	0	22.2
01/08/2022 21:00:00	112	1.5	57	943.8	0	20.3
01/08/2022 22:00:00	117	1.5	62	943.8	0	18.9
01/08/2022 23:00:00	108	1.7	67	944	0	17.8
02/08/2022 00:00:00	107	1.8	70	943.9	0	17
02/08/2022 01:00:00	109	2	73	943.9	0	16.2
02/08/2022 02:00:00	116	2.2	74	944	0	15.9
02/08/2022 03:00:00	117	2	78	944.1	0	14.9
02/08/2022 04:00:00	114	3.1	79	944.2	0	14.5
02/08/2022 05:00:00	111	2.5	79	944.5	0	14.5
02/08/2022 06:00:00	123	1.9	79	945	0	14.7
02/08/2022 07:00:00	131	1.4	72	945.1	0	16.7
02/08/2022 08:00:00	250	0.8	62	945	0	20
02/08/2022 09:00:00	274	1.1	54	944.9	0	22.1
02/08/2022 10:00:00	262	0.7	53	944.7	0	23.6
02/08/2022 11:00:00	303	1.1	45	944.1	0	25.7
02/08/2022 12:00:00	298	1.8	34	943.6	0	28.3
02/08/2022 13:00:00	10	2.4	28	943.2	0	28.9
02/08/2022 14:00:00	33	2.3	27	942.9	0	30.7
02/08/2022 15:00:00	29	2.1	27	942.8	0	29.7
02/08/2022 16:00:00	3	2.8	31	943	0	28.9
02/08/2022 17:00:00	338	1.9	38	943.4	0	26.7
02/08/2022 18:00:00	261	1.2	40	943.8	0	26.1
02/08/2022 19:00:00	192	1.3	42	944.3	0	25.4
02/08/2022 20:00:00	304	1	50	944.7	0	23.7
02/08/2022 21:00:00	291	0.7	56	945.2	0	22.2
02/08/2022 22:00:00	354	0.8	61	945.3	0	20.9
02/08/2022 23:00:00	162	0.7	65	945.3	0	19.9
03/08/2022 00:00:00	100	0.6	69	945.4	0	19.1
03/08/2022 01:00:00	112	0.7	73	945.3	0	18
03/08/2022 02:00:00	105	0.8	76	945.3	0	17.2
03/08/2022 03:00:00	112	1.2	79	945.3	0	16.4
03/08/2022 04:00:00	108	1	82	945.2	0	15.7
03/08/2022 05:00:00	111	1.7	84	945.4	0	15.2
03/08/2022 06:00:00	111	1.5	82	945.8	0	15.7
03/08/2022 07:00:00	130	1.4	73	946	0	18.1
03/08/2022 08:00:00	234	0.9	62	946.1	0	21.5
03/08/2022 09:00:00	269	1.1	54	945.8	0	24.2
03/08/2022 10:00:00	267	1.3	49	945.6	0	25.7
03/08/2022 11:00:00	284	1.4	45	945.1	0	26.8
03/08/2022 12:00:00	320	1.6	39	944.6	0	27.6
03/08/2022 13:00:00	306	1.8	33	944.2	0	28.4
03/08/2022 14:00:00	262	1.4	28	943.8	0	30.5
03/08/2022 15:00:00	253	1	27	943.5	0	29.3
03/08/2022 16:00:00	324	1.3	26	943.4	0	29.9
03/08/2022 17:00:00	94	1.1	27	943	0	29.5
03/08/2022 18:00:00	60	2.2	29	943.3	0	28.5
03/08/2022 19:00:00	59	2.8	35	943.7	0	26.5
03/08/2022 20:00:00	83	2.8	43	944.4	0	24.2
03/08/2022 21:00:00	108	3.5	48	944.9	0	23
03/08/2022 22:00:00	98	2.1	54	945.2	0	21.1
03/08/2022 23:00:00	96	2.9	57	945.5	0	20.3
04/08/2022 00:00:00	115	2.6	60	945.7	0	19.3
04/08/2022 01:00:00	108	1.8	66	945.6	0	17.9
04/08/2022 02:00:00	103	2.9	68	945.7	0	17.4
04/08/2022 03:00:00	109	2.2	72	945.5	0	16.4
04/08/2022 04:00:00	114	2.7	72	945.7	0	16.2
04/08/2022 05:00:00	119	2.1	76	945.6	0	15.3
04/08/2022 06:00:00	110	2.7	74	945.9	0	15.8
04/08/2022 07:00:00	112	1.8	68	946	0	17.7
04/08/2022 08:00:00	244	0.7	57	945.9	0	21.1
04/08/2022 09:00:00	278	1.1	46	945.6	0	24.4
04/08/2022 10:00:00	278	1.3	40	945.4	0	27.8
04/08/2022 11:00:00	270	1.2	30	944.9	0	30.5
04/08/2022 12:00:00	247	1.5	29	944.5	0	30.3
04/08/2022 13:00:00	30	1.8	26	944.2	0	31.1
04/08/2022 14:00:00	157	1.6	25	943.9	0	31.8
04/08/2022 15:00:00	35	1.5	24	943.6	0	32
04/08/2022 16:00:00	30	1.4	23	943.2	0	33.4
04/08/2022 17:00:00	90	1.5	25	942.9	0	32.4
04/08/2022 18:00:00	291	2.6	26	942.9	0	31
04/08/2022 19:00:00	329	1.9	29	943.2	0	28.8
04/08/2022 20:00:00	87	2.9	34	943.7	0	25.9
04/08/2022 21:00:00	110	3.9	40	944.2	0	24.1
04/08/2022 22:00:00	108	3.5	45	944.6	0	22.5
04/08/2022 23:00:00	104	2.8	48	944.8	0	21.6
05/08/2022 00:00:00	118	3.2	51	944.8	0	20.5
05/08/2022 01:00:00	109	2.6	57	945	0	19
05/08/2022 02:00:00	113	2.3	62	944.7	0	17.8
05/08/2022 03:00:00	107	2.2	65	944.6	0	17
05/08/2022 04:00:00	106	3	65	944.5	0	16.8
05/08/2022 05:00:00	109	3.2	65	944.5	0	16.7
05/08/2022 06:00:00	118	2.8	66	944.4	0	16.9
05/08/2022 07:00:00	121	1.9	61	944.2	0	18.5
05/08/2022 08:00:00	235	0.8	51	944.3	0	22.6
05/08/2022 09:00:00	250	1	42	944	0	25.5
05/08/2022 10:00:00	255	1.3	37	943.7	0	28.4
05/08/2022 11:00:00	255	1.4	30	943.2	0	31.3
05/08/2022 12:00:00	238	1.8	22	942.7	0	32.9
05/08/2022 13:00:00	274	2	22	942	0	34.6
05/08/2022 14:00:00	254	2.2	20	941.7	0	35
05/08/2022 15:00:00	286	1.8	21	941.2	0	35.2
05/08/2022 16:00:00	277	2.3	23	940.8	0	34.7
05/08/2022 17:00:00	277	2.5	23	940.5	0	33.9
05/08/2022 18:00:00	281	2.4	26	940.3	0	32.6
05/08/2022 19:00:00	42	2.3	26	940.5	0	29.8
05/08/2022 20:00:00	96	3.9	32	941	0	27
05/08/2022 21:00:00	105	3.7	36	941.5	0	25.2
05/08/2022 22:00:00	91	2.9	39	941.7	0	23.9
05/08/2022 23:00:00	104	2.2	44	942.1	0	22.2
06/08/2022 00:00:00	125	2.8	49	942.1	0	21
06/08/2022 01:00:00	117	2.1	52	942	0	20.1
06/08/2022 02:00:00	108	2.6	56	942.1	0	19
06/08/2022 03:00:00	105	2.7	58	942.3	0	18.4
06/08/2022 04:00:00	123	2.2	63	942.4	0	17.1
06/08/2022 05:00:00	114	2.8	63	942.5	0	16.8
06/08/2022 06:00:00	124	2.3	64	942.9	0	17.1
06/08/2022 07:00:00	125	1.8	59	943	0	18.9
06/08/2022 08:00:00	208	0.7	47	943	0	23.1
06/08/2022 09:00:00	251	1.1	40	942.8	0	25.9
06/08/2022 10:00:00	279	1.4	36	942.5	0	28.6
06/08/2022 11:00:00	249	1.5	26	942	0	32.1
06/08/2022 12:00:00	63	3.5	21	941.8	0	33.2
06/08/2022 13:00:00	64	4.1	20	941.7	0	33.3
06/08/2022 14:00:00	63	4.1	21	941.5	0	33.2
06/08/2022 15:00:00	70	4.3	19	941.4	0	33
06/08/2022 16:00:00	50	3.1	22	941.5	0	32.5
06/08/2022 17:00:00	45	3.6	24	941.4	0	31.9
06/08/2022 18:00:00	55	3.7	26	941.7	0	30.3
06/08/2022 19:00:00	43	2.8	28	941.9	0	28.7
06/08/2022 20:00:00	46	2.3	30	942.3	0	27.3
06/08/2022 21:00:00	70	1	38	942.8	0	24.4
06/08/2022 22:00:00	129	1.6	44	943.3	0	23.2
06/08/2022 23:00:00	105	0.9	52	943.8	0	23.1
07/08/2022 00:00:00	207	0.7	59	944	0	22.7
07/08/2022 01:00:00	270	1	64	944	0	22.2
07/08/2022 02:00:00	112	1	68	944.1	0	21
07/08/2022 03:00:00	111	0.7	72	944.1	0	20.2
07/08/2022 04:00:00	97	0.7	73	944.4	0	20
07/08/2022 05:00:00	158	0.6	71	944.6	0	20.3
07/08/2022 06:00:00	225	0.6	72	944.8	0	20.8
07/08/2022 07:00:00	221	1.2	68	945.1	0	21.9
07/08/2022 08:00:00	234	1.4	60	945.3	0	23.3
07/08/2022 09:00:00	279	1.8	58	945.2	0	23.8
07/08/2022 10:00:00	285	2.1	52	945.3	0	25.1
07/08/2022 11:00:00	290	1.7	47	944.8	0	27.2
07/08/2022 12:00:00	290	1.7	44	944.2	0	28.4
07/08/2022 13:00:00	278	1.8	40	943.5	0	30
07/08/2022 14:00:00	215	1.9	37	942.8	0	30.3
07/08/2022 15:00:00	98	2.2	35	942.3	0	30.6
07/08/2022 16:00:00	60	3.8	37	942.1	0	29.6
07/08/2022 17:00:00	57	4	43	942.2	0	27.9
07/08/2022 18:00:00	82	3.3	48	942.5	0	26.9
07/08/2022 19:00:00	99	3.2	55	943.3	0	24.7
07/08/2022 20:00:00	124	3.5	59	944.1	0	23.7
07/08/2022 21:00:00	124	4	61	944.8	0	23
07/08/2022 22:00:00	99	2.7	65	944.7	0	21.7
07/08/2022 23:00:00	102	2.4	68	945	0	21
08/08/2022 00:00:00	100	2.8	70	944.9	0	20.5
08/08/2022 01:00:00	102	3.1	73	944.6	0	19.6
08/08/2022 02:00:00	111	2.3	75	944.6	0	19.1
08/08/2022 03:00:00	112	2	79	944.5	0	18
08/08/2022 04:00:00	108	2.5	82	944.4	0	17.5
08/08/2022 05:00:00	109	3.6	82	944.7	0	17.4
08/08/2022 06:00:00	105	2.8	80	944.9	0	17.8
08/08/2022 07:00:00	96	1.6	73	945.1	0	19.7
08/08/2022 08:00:00	176	1	60	944.9	0	23.6
08/08/2022 09:00:00	249	1.5	51	944.6	0	26.9
08/08/2022 10:00:00	190	2.5	39	944.1	0	29.4
08/08/2022 11:00:00	120	5.5	34	943.8	0	30.3
08/08/2022 12:00:00	124	4.2	30	943.1	0	31
08/08/2022 13:00:00	103	4.3	32	942.5	0	30.8
08/08/2022 14:00:00	85	6.6	45	943.6	0	26
08/08/2022 15:00:00	126	3.6	63	944.1	0	22.7
08/08/2022 16:00:00	143	1.3	63	944.4	0	23
08/08/2022 17:00:00	261	1.5	75	945.2	0	22
08/08/2022 18:00:00	282	1	76	945.4	0	21.8
08/08/2022 19:00:00	278	1.2	73	946.1	0	21.8
08/08/2022 20:00:00	295	2.4	90	947.7	1.3	17.9
08/08/2022 21:00:00	163	1.2	98	947.1	1	17.7
08/08/2022 22:00:00	278	1.7	98	948.9	0.5	17.1
08/08/2022 23:00:00	180	1.1	100	948.1	0.6	16.9
09/08/2022 00:00:00	287	0.8	100	947.7	0.1	16.9
09/08/2022 01:00:00	57	0.6	100	947.2	0.1	17
09/08/2022 02:00:00	268	0.9	100	946.9	0.2	16.9
09/08/2022 03:00:00	285	0.9	100	946.8	0	16.9
09/08/2022 04:00:00	300	1.3	100	946.9	0.1	16.8
09/08/2022 05:00:00	302	1.2	100	947	0.4	16.6
09/08/2022 06:00:00	318	0.8	100	947.3	0.2	16.8
09/08/2022 07:00:00	305	0.5	99	947.6	3	17.1
09/08/2022 08:00:00	314	0.8	96	947.8	24.9	17.5
09/08/2022 09:00:00	262	0.4	94	948	5	17.7
09/08/2022 10:00:00	306	0.7	92	948.1	0.9	18.3
09/08/2022 11:00:00	264	0.7	95	947.9	0.2	18.4
09/08/2022 12:00:00	307	1	89	947.8	0.2	18.9
09/08/2022 13:00:00	311	1.2	84	947.3	0.2	19.7
09/08/2022 14:00:00	307	1.6	84	946.9	0.2	20.1
09/08/2022 15:00:00	305	1.4	79	946.6	0.3	21
09/08/2022 16:00:00	325	0.8	78	946.4	0	20.8
09/08/2022 17:00:00	294	0.5	77	946.7	0.4	20.7
09/08/2022 18:00:00	320	1.6	79	946.8	0	19.7
09/08/2022 19:00:00	288	1.2	82	947.2	0	19.4
09/08/2022 20:00:00	298	0.6	82	947.9	0	19
09/08/2022 21:00:00	287	0.9	86	948.2	0	18.6
09/08/2022 22:00:00	264	1.1	88	947.8	0	18.2
09/08/2022 23:00:00	307	0.7	88	947.6	0	18
10/08/2022 00:00:00	323	1.2	91	947.5	0	17.6
10/08/2022 01:00:00	318	1.2	93	947.4	0	17.5
10/08/2022 02:00:00	288	0.4	93	947.1	0	17.6
10/08/2022 03:00:00	336	0.8	93	947	0	17.6
10/08/2022 04:00:00	306	0.7	94	946.7	0	17.5
10/08/2022 05:00:00	316	0.7	94	946.9	0	17.6
10/08/2022 06:00:00	308	0.9	94	947	0	17.6
10/08/2022 07:00:00	296	1	90	947	0	18.3
10/08/2022 08:00:00	267	0.8	84	947	0	19.4
10/08/2022 09:00:00	35	0.6	79	947	0	20.1
10/08/2022 10:00:00	126	0.4	74	947.2	0	20.3
10/08/2022 11:00:00	123	2.5	69	946.9	0	21.1
10/08/2022 12:00:00	125	2.4	65	946.6	0	22
10/08/2022 13:00:00	92	3.3	54	946.5	0	23.5
10/08/2022 14:00:00	90	4.4	53	946	0	23.8
10/08/2022 15:00:00	68	3	50	945.8	0	24.5
10/08/2022 16:00:00	55	3.1	53	945.6	0	24.1
10/08/2022 17:00:00	90	2.7	55	945.7	0	22.7
10/08/2022 18:00:00	79	2.8	56	946.1	0	21.8
10/08/2022 19:00:00	115	2.8	60	946.8	0	20.8
10/08/2022 20:00:00	130	2.8	62	947.2	0	20.2
10/08/2022 21:00:00	104	1.9	61	947.4	0	19.8
10/08/2022 22:00:00	326	1	63	947.3	0	19.2
10/08/2022 23:00:00	347	0.6	66	947.3	0	18.6
11/08/2022 00:00:00	133	0.5	72	946.9	0	18
11/08/2022 01:00:00	124	0.5	75	946.9	0	17.5
11/08/2022 02:00:00	109	0.5	76	946.6	0	17.1
11/08/2022 03:00:00	78	0.6	78	946.3	0	16.8
11/08/2022 04:00:00	111	1.2	82	946.1	0	15.8
11/08/2022 05:00:00	115	0.6	86	946.4	0	15.1
11/08/2022 06:00:00	127	1	81	946.6	0	15.7
11/08/2022 07:00:00	101	1.1	76	946.5	0	16.8
11/08/2022 08:00:00	320	1.2	68	946.3	0	19.3
11/08/2022 09:00:00	301	1.2	66	946	0	19.9
11/08/2022 10:00:00	264	1	48	945.6	0	22.6
11/08/2022 11:00:00	81	2.2	28	945.2	0	24.6
11/08/2022 12:00:00	78	2.6	29	944.8	0	25.8
11/08/2022 13:00:00	71	3.2	27	944.4	0	26.7
11/08/2022 14:00:00	90	2.8	24	944	0	27
11/08/2022 15:00:00	56	3.2	29	943.7	0	25.8
11/08/2022 16:00:00	48	3	28	943.4	0	26.2
11/08/2022 17:00:00	64	3.4	28	943.2	0	25.1
11/08/2022 18:00:00	74	3.2	34	943.5	0	22.9
11/08/2022 19:00:00	93	3.4	40	944	0	21.1
11/08/2022 20:00:00	118	3.2	47	944.7	0	19.3
11/08/2022 21:00:00	102	2.6	55	944.9	0	17.4
11/08/2022 22:00:00	101	2.1	59	944.9	0	16.4
11/08/2022 23:00:00	115	1.8	61	945.2	0	16
12/08/2022 00:00:00	104	2.5	64	944.9	0	15.4
12/08/2022 01:00:00	106	3	68	944.7	0	14.3
12/08/2022 02:00:00	98	3.3	69	944.4	0	13.9
12/08/2022 03:00:00	97	3.2	68	944	0	13.9
12/08/2022 04:00:00	111	2.9	71	943.8	0	13.4
12/08/2022 05:00:00	109	2.4	72	943.8	0	13.1
12/08/2022 06:00:00	102	1.6	74	943.7	0	13.1
12/08/2022 07:00:00	106	1.5	66	943.6	0	15
12/08/2022 08:00:00	272	0.7	59	943.5	0	17.6
12/08/2022 09:00:00	251	1.2	56	943.6	0	18.9
12/08/2022 10:00:00	257	1.1	56	943.6	0	19.2
12/08/2022 11:00:00	260	1.1	53	943.5	0	20.3
12/08/2022 12:00:00	175	1.5	37	942.6	0	24.4
12/08/2022 13:00:00	109	5	34	942.1	0	25.1
12/08/2022 14:00:00	113	3.5	34	941.5	0	25.5
12/08/2022 15:00:00	96	3.6	35	941.3	0	25
12/08/2022 16:00:00	116	5	39	941.3	0	23.5
12/08/2022 17:00:00	253	1.8	61	941.8	0	20.7
12/08/2022 18:00:00	238	1	67	942.1	0	19.4
12/08/2022 19:00:00	235	0.8	69	942.3	0	19
12/08/2022 20:00:00	272	0.9	75	942.8	0	18
12/08/2022 21:00:00	9	0.6	75	943	0	17.8
12/08/2022 22:00:00	306	1.2	78	943.6	0	17.4
12/08/2022 23:00:00	329	1.4	85	943.3	0	16.7
13/08/2022 00:00:00	336	1	85	942.9	0.1	16.1
13/08/2022 01:00:00	309	0.9	93	942.4	1.3	15.4
13/08/2022 02:00:00	281	0.8	93	942	0.4	15.4
13/08/2022 03:00:00	260	0.7	93	941.5	0	15.2
13/08/2022 04:00:00	313	1	96	941.3	0	14.9
13/08/2022 05:00:00	255	0.8	92	941.4	0	14.8
13/08/2022 06:00:00	286	0.6	90	941.4	0	14.8
13/08/2022 07:00:00	321	0.6	88	941.1	0	15.2
13/08/2022 08:00:00	82	0.6	82	940.6	0	16.9
13/08/2022 09:00:00	322	0.9	73	940.6	0	18.2
13/08/2022 10:00:00	271	1.2	64	940.3	0	20.7
13/08/2022 11:00:00	264	1.5	57	939.5	0	22.9
13/08/2022 12:00:00	256	1.7	56	939	0	23.8
13/08/2022 13:00:00	287	2.2	63	938.7	0	21.5
13/08/2022 14:00:00	271	2.1	73	938.6	0	20
13/08/2022 15:00:00	237	2	80	939.1	0.3	18.9
13/08/2022 16:00:00	250	1.5	90	939.8	0.8	16.8
13/08/2022 17:00:00	355	1.6	92	939.7	0.4	14.8
13/08/2022 18:00:00	81	0.8	93	939.3	0.2	14.8
13/08/2022 19:00:00	241	0.8	94	939.5	0.4	14.5
13/08/2022 20:00:00	302	0.7	95	939.9	0.2	14.3
13/08/2022 21:00:00	307	1.1	99	939.9	0.4	13.9
13/08/2022 22:00:00	291	1	99	939.8	0.2	14
13/08/2022 23:00:00	296	1	100	939.7	0.2	13.7
14/08/2022 00:00:00	317	1.3	100	939.5	0.4	13.4
14/08/2022 01:00:00	307	1.2	100	939.2	0.1	13.3
14/08/2022 02:00:00	307	1	100	938.9	0.4	13.2
14/08/2022 03:00:00	318	1.2	100	939	0	13
14/08/2022 04:00:00	309	1.4	100	938.9	0.4	12.9
14/08/2022 05:00:00	306	1.2	100	938.9	0.2	12.9
14/08/2022 06:00:00	304	0.6	100	938.9	0	13.1
14/08/2022 07:00:00	309	0.9	98	938.9	0.2	13.4
14/08/2022 08:00:00	288	0.8	92	939	0	13.9
14/08/2022 09:00:00	265	0.7	84	939.3	0	15.1
14/08/2022 10:00:00	275	1	80	939.4	0	15.9
14/08/2022 11:00:00	274	1.1	73	939.3	0.2	17.6
14/08/2022 12:00:00	271	0.9	67	939	0	19.3
14/08/2022 13:00:00	288	0.9	62	938.5	0.2	20.3
14/08/2022 14:00:00	260	1	56	937.9	0.2	22.2
14/08/2022 15:00:00	276	1.2	57	937.6	0	22.1
14/08/2022 16:00:00	285	1.2	59	937.5	0	22.1
14/08/2022 17:00:00	228	1.4	58	937.5	0	22.1
14/08/2022 18:00:00	239	0.6	57	937.4	0.1	22.1
14/08/2022 19:00:00	112	1	73	937.4	0	19.3
14/08/2022 20:00:00	132	1.9	80	938	0	17.2
14/08/2022 21:00:00	113	1.3	83	938.4	0	16.2
14/08/2022 22:00:00	110	1.9	85	938.3	0	15.5
14/08/2022 23:00:00	112	2.8	87	938.5	0	15
15/08/2022 00:00:00	111	2.9	87	938	0	14.7
15/08/2022 01:00:00	104	3.1	88	937.9	0.4	14.1
15/08/2022 02:00:00	104	2.6	92	938.3	0	13.6
15/08/2022 03:00:00	112	1.7	93	938.1	0	12.8
15/08/2022 04:00:00	104	3.2	94	937.9	0	12.8
15/08/2022 05:00:00	109	3.4	92	937.7	0	12.7
15/08/2022 06:00:00	109	2.2	92	938	0	12.8
15/08/2022 07:00:00	108	2.4	83	937.8	0	14.7
15/08/2022 08:00:00	132	1	68	938	0	19.1
15/08/2022 09:00:00	244	0.9	62	938	0	20.5
15/08/2022 10:00:00	219	1	54	937.7	0	24.1
15/08/2022 11:00:00	272	1.4	44	937.5	0.4	26.4
15/08/2022 12:00:00	272	1.5	37	937.2	0	27.8
15/08/2022 13:00:00	306	1.8	32	937.1	0	28.7
15/08/2022 14:00:00	305	1.9	31	936.8	0	28.8
15/08/2022 15:00:00	309	2.2	37	936.6	0	27.9
15/08/2022 16:00:00	277	1.9	46	936.8	0	26.9
15/08/2022 17:00:00	240	1.3	39	936.7	0	29.1
15/08/2022 18:00:00	256	1.3	43	936.5	0	27.1
15/08/2022 19:00:00	286	1.1	53	937	0	24.2
15/08/2022 20:00:00	122	0.6	64	937.6	0	21.5
15/08/2022 21:00:00	137	0.6	70	938.3	0	19.8
15/08/2022 22:00:00	123	1	74	938.5	0	18.5
15/08/2022 23:00:00	109	1.3	73	939	0	18.1
16/08/2022 00:00:00	120	1.9	77	938.9	0	17
16/08/2022 01:00:00	114	1.7	79	939	0	16.2
16/08/2022 02:00:00	118	1.4	81	939	0	15.5
16/08/2022 03:00:00	116	1.4	83	939.3	0	14.9
16/08/2022 04:00:00	115	1.3	84	939.2	0	14.4
16/08/2022 05:00:00	113	1.8	83	939.4	0	14.3
16/08/2022 06:00:00	109	2.4	79	939.2	0	15.3
16/08/2022 07:00:00	119	3.2	72	939.1	0	17.2
16/08/2022 08:00:00	125	1	62	939.5	0	20.3
16/08/2022 09:00:00	203	0.7	58	939.7	0	21.8
16/08/2022 10:00:00	299	1.2	48	939.4	0	24.7
16/08/2022 11:00:00	293	1.7	46	939.9	0	25.2
16/08/2022 12:00:00	287	1.7	44	940	0	27.2
16/08/2022 13:00:00	247	1.6	38	939.9	0	29.3
16/08/2022 14:00:00	319	2.2	41	939.5	0	27.7
16/08/2022 15:00:00	290	2.2	45	939.8	0	26.8
16/08/2022 16:00:00	281	2.2	46	939.5	0	26.1
16/08/2022 17:00:00	321	1.8	52	939.8	0	25.3
16/08/2022 18:00:00	319	1.3	57	940.1	0	23.9
16/08/2022 19:00:00	305	1.2	58	940.7	0	22.6
16/08/2022 20:00:00	300	0.5	65	941.2	0	21.5
16/08/2022 21:00:00	133	0.8	70	941.4	0	19.6
16/08/2022 22:00:00	114	1.1	74	941.6	0	18.3
16/08/2022 23:00:00	110	1.5	78	941.9	0	17.5
17/08/2022 00:00:00	106	1.4	80	941.7	0	16.8
17/08/2022 01:00:00	103	2.2	82	941.8	0	16.3
17/08/2022 02:00:00	119	1.6	85	941.8	0	15.6
17/08/2022 03:00:00	110	1.4	88	941.9	0	15
17/08/2022 04:00:00	112	2	89	941.6	0	14.6
17/08/2022 05:00:00	105	1.7	89	941.8	0	14.6
17/08/2022 06:00:00	116	2.4	87	942.2	0	14.8
17/08/2022 07:00:00	116	1.5	80	942.3	0	16.8
17/08/2022 08:00:00	174	1	67	942.2	0	20.5
17/08/2022 09:00:00	265	1.1	60	942.2	0	22.9
17/08/2022 10:00:00	271	1.2	53	942.2	0	25.6
17/08/2022 11:00:00	279	1.9	43	942.2	0	27.4
17/08/2022 12:00:00	283	2.6	38	942.2	0	28.4
17/08/2022 13:00:00	295	2.6	34	941.8	0	29.6
17/08/2022 14:00:00	276	2.4	30	941.5	0	30.5
17/08/2022 15:00:00	271	2.4	29	941.1	0	31.6
17/08/2022 16:00:00	287	2.1	28	940.9	0	31.9
17/08/2022 17:00:00	285	2.1	28	940.9	0	31.1
17/08/2022 18:00:00	284	1.5	33	941	0	29.5
17/08/2022 19:00:00	253	0.9	45	941.4	0	26
17/08/2022 20:00:00	124	1.7	53	942.1	0	22.8
17/08/2022 21:00:00	112	2.3	59	942	0	21.6
17/08/2022 22:00:00	112	3	62	942.5	0	20.7
17/08/2022 23:00:00	111	2.3	69	942.7	0	19.2
18/08/2022 00:00:00	108	3.2	73	942.9	0	18.4
18/08/2022 01:00:00	109	3.9	73	942.8	0	18
18/08/2022 02:00:00	115	2.7	77	942.9	0	17
18/08/2022 03:00:00	110	4.2	77	942.6	0	17
18/08/2022 04:00:00	109	3.7	79	942.4	0	16.4
18/08/2022 05:00:00	117	3.8	80	942.5	0	16.1
18/08/2022 06:00:00	117	3.7	79	942.8	0	16.4
18/08/2022 07:00:00	124	2.2	73	942.9	0	18.2
18/08/2022 08:00:00	124	1.2	61	942.6	0	22.2
18/08/2022 09:00:00	180	1.1	53	942.5	0	25
18/08/2022 10:00:00	258	1.2	48	942.5	0	27.3
18/08/2022 11:00:00	227	0.9	38	941.8	0	30.7
18/08/2022 12:00:00	275	1.4	25	941.6	0	32.8
18/08/2022 13:00:00	235	1.5	22	941	0	33.8
18/08/2022 14:00:00	266	1.5	18	940.8	0	35.3
18/08/2022 15:00:00	234	1.2	18	940.2	0	35.1
18/08/2022 16:00:00	271	1.2	17	940	0	36.1
18/08/2022 17:00:00	282	1.6	22	940.5	0	34.2
18/08/2022 18:00:00	314	1.7	31	940.6	0	31.4
18/08/2022 19:00:00	49	1	42	940.7	0	28.1
18/08/2022 20:00:00	121	2	47	940.7	0	25.5
18/08/2022 21:00:00	109	2.3	51	940.5	0	24.3
18/08/2022 22:00:00	116	3.5	54	940.3	0	23.5
18/08/2022 23:00:00	103	3.7	58	940.3	0	22.5
19/08/2022 00:00:00	109	4.3	61	940.2	0	21.7
19/08/2022 01:00:00	122	4.2	64	939.8	0	21.1
19/08/2022 02:00:00	118	3.1	67	939.7	0	20.3
19/08/2022 03:00:00	115	3	69	939.3	0	19.8
19/08/2022 04:00:00	106	2.8	71	939.5	0	19.3
19/08/2022 05:00:00	114	3.2	71	939.4	0	19.4
19/08/2022 06:00:00	113	2.5	72	940.2	0	19.5
19/08/2022 07:00:00	124	3.3	65	939.6	0	21.5
19/08/2022 08:00:00	138	1.7	59	939.3	0	24.3
19/08/2022 09:00:00	264	1.2	52	939.9	0	26.3
19/08/2022 10:00:00	244	1.1	45	939.4	0	29.1
19/08/2022 11:00:00	274	1.4	51	940.2	0	28.5
19/08/2022 12:00:00	277	1.2	48	940.5	0	29.2
19/08/2022 13:00:00	315	1.9	47	940.6	0	28.3
19/08/2022 14:00:00	117	1.7	43	940.3	0	28.1
19/08/2022 15:00:00	143	4.2	28	937.3	0	29.7
19/08/2022 16:00:00	195	2.6	33	938.6	0	29
19/08/2022 17:00:00	234	2.1	32	939.9	0	28.9
19/08/2022 18:00:00	165	3.3	35	938	0	27.1
19/08/2022 19:00:00	349	2	41	937.7	0	25.8
19/08/2022 20:00:00	115	3.5	44	938.2	0	25.1
19/08/2022 21:00:00	111	2.4	51	938.4	0	24.3
19/08/2022 22:00:00	93	2.6	55	938.8	0	24
19/08/2022 23:00:00	133	0.9	63	938.4	0	22.2
